"number","short_description","u_approving_sdm","start_date","state","assigned_to","approval","assignment_group","backout_plan","location","sys_created_on","category","ci_class","u_closure_code","closed_at"
"CHG0529906","EMEA - West Europe-Decommission the Virtual Machine AZUREUW-WW001","","2025-10-10 01:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 to 4 hours","20005 - Azure Europe West","2025-10-05 20:15:25","Hardware","All Servers","Successful","2025-11-18 05:31:36"
"CHG0529927","EMEA - Establish S2S VPN Connectivity Between Phinia Amsterdam DC Site and Sweden SEM site","","2025-10-10 12:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Backout plan

1.1	Disable IPsec Tunnel
1.2	Remove NAT Rules
1.3	Remove Address Objects and Routes
1.4	Remove Routes
1.5	Restore Security Policies


Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

30 mins","10671 - Amsterdam CoLocation","2025-10-06 10:23:14","Network","Network Gear","Successful","2025-10-13 07:27:25"
"CHG0529883","Americas -Final Cutover - Migrating Databases from 2008 R2 to 2022 Server TRIZM-DB10 - Single PSP LTIM change","Cazan, Anca","2025-10-11 01:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
     Final Cutover from PROD 2008 R2 to PROD Virtual Server 2022

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
     YES
","00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1)","2025-10-01 04:44:13","Hardware","Windows Server","Successful","2025-11-18 05:34:32"
"CHG0529977","Bucharest: EMEA - ROBUHD-AP07 Servers decommission","","2025-10-15 11:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Reactivate server

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 Hour
","10657 - Bucharest - Romania","2025-10-10 05:51:49","Hardware","Windows Server","Successful","2025-10-23 14:12:32"
"CHG0529980","Bucharest: EMEA - ROBUHD-DB01 Servers decommission","","2025-10-15 11:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Reactivate server

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 Hour
","10657 - Bucharest - Romania","2025-10-10 06:01:38","Hardware","Windows Server","Successful","2025-10-23 13:58:27"
"CHG0530040","Robocopy of Krakow file and print server ","Chava, Sri","2025-10-17 19:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Following the Robocopy process, if any issues are identified during server validation, we will hold off on executing the final cutover.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
51 Hours 
","10682 - Krakow - Poland","2025-10-14 12:00:34","Hardware","All Servers","Successful","2025-10-31 17:20:04"
"CHG0529969","Enterprise- Pre-Approved Apply MS Security patches (Oct-2025) on DT TestDEV Servers (2nd weekend) - Reboot required","","2025-10-17 22:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min.
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","20005 - Azure Europe West","2025-10-08 14:11:22","Hardware","Windows Server","Successful","2025-11-10 09:25:46"
"CHG0530009","EMEA -Pre-Cutover - Migrating Databases from 2016 Rto 2022 Server NLNHSRKP-DB44_New - Single PSP LTIM change","Gauthier, Guillaume","2025-10-18 01:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
    Pre - Cutover from 2016 to PROD Virtual Server 2022 - for validation - No backout plan is required

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
     YES
","10671 - Amsterdam CoLocation","2025-10-13 05:07:38","Hardware","Windows Server","Successful","2025-10-30 10:32:43"
"CHG0530033","EMEA - 202 - Blois - IOS Upgrade/Reboot and Fiber connectivity Testing for access Switches - Phinia Change","","2025-10-18 02:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Backout Plan

1. Revert old IOS on switch  202-FR-SWA0234-L2-A07TER and reboot switch

2. Work with local IT for below switches Fiber connectivity issues - Revert changes as below

Hostname					                Task
202-FR-SWA080-L2-T05		Revert cabling work
202-FR-SWA0237-L2-T04		Revert cabling work
202-FR-SWA078-T06-L2		Revert cabling work

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 hour","00202 - Blois - France","2025-10-14 08:07:51","Network","IP Switch","Successful","2025-10-30 10:20:18"
"CHG0530003","EMEA - 202 - Blois - IOS Upgrade/Reboot and Fiber connectivity Testing for access Switches - LTIM","","2025-10-18 02:00:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Backout Plan

1. Revert old IOS on switch  202-FR-SWA0234-L2-A07TER and reboot switch

2. Work with local IT for below switches Fiber connectivity issues - Revert changes as below

Hostname					                Task
202-FR-SWA080-L2-T05		Revert cabling work
202-FR-SWA0237-L2-T04		Revert cabling work
202-FR-SWA078-T06-L2		Revert cabling work

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 hour","00202 - Blois - France","2025-10-12 14:17:08","Network","IP Switch","Successful","2025-10-30 10:24:53"
"CHG0529869","Enterprise: MS Security patching on Phinia SAP PH1 servers - LTIM -October 2025","Chava, Sri","2025-10-19 00:00:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Step by step procedure of back out plan.
Ans-  In case of any issue the installed patches will be un-installed from the server
        
Q. What is the time duration required to perform the backout plan and is it included in the scheduled window? 
Ans- 2 hr, yes Included
","20005 - Azure Europe West","2025-09-29 09:42:28","Hardware","Windows Server","Successful","2025-10-30 05:52:23"
"CHG0530001","EMEA - 202 - Blois - Configure Errdisable Recovery and Enable bpdugaurd on access switches - LTIM","","2025-10-19 22:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","+++++++++++++++++++++
Backout Plan
+++++++++++++++++++++


Switches -

Hostname				IP address
202-FR-SWA031-L2-A07	10.255.56.31
202-FR-SWA030-L2-A06	10.255.56.30
202-FR-SWA040-L2-A11	10.255.56.40
202-FR-SWA044-L2-AN01	10.255.56.44
202-FR-SWA047-L2-C01	10.255.56.47
202-FR-SWA036-L2-A0A	10.255.56.36
202-FR-SWA023-L2-DT21A	10.255.56.23
202-FR-SWA024-L2-DT21B	10.255.56.24
202-FR-SWA073-L2-DT11	10.255.56.73


Step 1 - Remove Error-Disable Recovery Commands 

SSH To Access Switch

Config t

no errdisable recovery cause loopback
no errdisable recovery cause bpduguard
no errdisable recovery cause psecure-violation
no errdisable recovery cause udld
no errdisable recovery cause link-flap
no errdisable recovery cause storm-control
no errdisable recovery cause pagp-flap
no errdisable recovery cause channel-misconfig


Step 2 - Remove BPDU Gaurd <Access Ports Only>

Config t
interface <Gig1/0.x>
no spanning-tree portfast
no spanning-tree bpduguard enable


Step 3 - 

Remove Additional Standard Configuration [Access Ports ]


no storm-control broadcast level 10.00
no storm-control multicast level 15.00
no storm-control action shutdown


Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
30 mins
","00202 - Blois - France","2025-10-12 13:20:22","Network","IP Switch","Successful","2025-10-30 10:14:55"
"CHG0530053","EMEA - 202 - Blois - Configure Errdisable Recovery and Enable bpdugaurd on access switches - Phinia","","2025-10-19 22:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","+++++++++++++++++++++
Backout Plan
+++++++++++++++++++++


Switches -

Hostname				IP address
202-FR-SWA031-L2-A07	10.255.56.31
202-FR-SWA030-L2-A06	10.255.56.30
202-FR-SWA040-L2-A11	10.255.56.40
202-FR-SWA044-L2-AN01	10.255.56.44
202-FR-SWA047-L2-C01	10.255.56.47
202-FR-SWA036-L2-A0A	10.255.56.36
202-FR-SWA023-L2-DT21A	10.255.56.23
202-FR-SWA024-L2-DT21B	10.255.56.24
202-FR-SWA073-L2-DT11	10.255.56.73


Step 1 - Remove Error-Disable Recovery Commands 

SSH To Access Switch

Config t

no errdisable recovery cause loopback
no errdisable recovery cause bpduguard
no errdisable recovery cause psecure-violation
no errdisable recovery cause udld
no errdisable recovery cause link-flap
no errdisable recovery cause storm-control
no errdisable recovery cause pagp-flap
no errdisable recovery cause channel-misconfig


Step 2 - Remove BPDU Gaurd <Access Ports Only>

Config t
interface <Gig1/0.x>
no spanning-tree portfast
no spanning-tree bpduguard enable


Step 3 - 

Remove Additional Standard Configuration [Access Ports ]


no storm-control broadcast level 10.00
no storm-control multicast level 15.00
no storm-control action shutdown


Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
30 mins
","00202 - Blois - France","2025-10-15 05:04:49","Network","IP Switch","Successful","2025-10-30 10:19:14"
"CHG0530067","EMEA - Enable S2S VPN Tunnel Between Phinia Amsterdam DC Site & Sweden SEM site AND Add Sweden SEM site firewall into SIEM - LTIM","","2025-10-20 05:30:00","Closed Complete","Soni, Akansha","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  

Backout plan

PART 1 - 
- Disable IPsec Tunnel

PART 2 - 
- Remove Configuration related to SIEM

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

30 mins","10671 - Amsterdam CoLocation","2025-10-16 12:07:49","Network","Network Gear","Successful","2025-11-10 09:14:09"
"CHG0530069","EMEA - Enable S2S VPN Tunnel Between Phinia Amsterdam DC Site & Sweden SEM site AND Add Sweden SEM site firewall into SIEM - PHINIA","","2025-10-20 05:30:00","Closed Complete","Soni, Akansha","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  

Backout plan

PART 1 - 
- Disable IPsec Tunnel

PART 2 - 
- Remove Configuration related to SIEM

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  

30 mins","10671 - Amsterdam CoLocation","2025-10-17 02:13:33","Network","Network Gear","Successful","2025-10-30 10:17:44"
"CHG0530063","Gillingham UKAS1 LPAR-To omit QBRM library from Monday backup - AS400","","2025-10-22 10:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
add QBRM library back in Monday backup control group.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
15 mins  
","00274 - Gillingham - United Kingdom","2025-10-16 08:04:51","Hardware","OS/400 Server","Successful","2025-10-23 07:35:32"
"CHG0530110","EMEA- Move DHCP Scopes from DIST Switch to MS DHCP Server - 0269 Izmir - Phinia","","2025-10-23 05:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Straight forward - We will be moving DHCP scope to DIST Switch

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
15-20 mins
","00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1)","2025-10-21 06:00:13","Network","IP Switch","Successful","2025-10-30 10:15:50"
"CHG0530095","EMEA- Move DHCP Scopes from DIST Switch to MS DHCP Server - 0269 Izmir - LTIM","","2025-10-23 05:30:00","Closed Complete","Niharika, Gundrathi","Approved","Change coordinator_LTIM","Q. Mention step by step procedure of back out plan.  
Straight forward - We will be moving DHCP scope to DIST Switch

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
15-20 mins
","00269 - Izmir - Turkey / ESBAS 2 (PT Phase 1)","2025-10-20 14:48:31","Network","IP Switch","Successful","2025-10-30 10:16:52"
